Gender,Age,Branch,Administration Level,Entry Time,Years of Service,Highest Education Level,Status,Rank,Salary Rank,Description,Attrition
Male,32,BRC Culture & Tourism,Assistant General Manager,9/10/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.2,Planning-Comprehensive,Yes
Female,36,BRC Culture & Tourism,Operator,6/20/18,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,25,BRC Culture & Tourism,Staff,6/25/18,0,Bachelor,Full-time,1,P 1.3,Commercial Operation-Operation Management,Yes
Female,36,BRC Culture & Tourism,Operator,5/23/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,24,BRC Culture & Tourism,Staff,6/4/18,0,Bachelor,Full-time,1,P 1.1,Commercial Operation-Operation Management,No
Male,21,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,24,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,22,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,31,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,33,BRC Culture & Tourism,Staff,6/11/18,0,Bachelor,Full-time,1,P 1.1,Marketing & CRM-Planning,Yes
Male,28,BRC Culture & Tourism,Staff,6/26/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.3,Marketing & CRM-Planning,Yes
Male,31,BRC Culture & Tourism,Staff,6/19/18,0,Under High School,Full-time,1,P 1.3,Commercial Operation-Operation Management,Yes
Male,34,BRC Culture & Tourism,Operator,5/9/18,0,High School,Full-time,1,P 1.0,Property Management,Yes
Male,21,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,18,BRC Culture & Tourism,Operator,5/15/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,22,BRC Culture & Tourism,Operator,5/21/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,25,BRC Culture & Tourism,Staff,6/25/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Management,Yes
Male,46,BRC Culture & Tourism,Operator,5/9/18,0,High School,Full-time,1,P 1.0,Property Management,Yes
Male,33,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,21,BRC Culture & Tourism,Staff,7/20/18,0,Bachelor,Intern,1,P 1.1,Human Resources,Yes
Female,23,BRC Culture & Tourism,Staff,7/10/18,0,Bachelor,Intern,1,P 1.1,Management,Yes
Male,43,BRC Culture & Tourism,Assistant General Manager,5/21/18,0,Bachelor,Full-time,4,P 4.2,Project Management,Yes
Female,21,BRC Culture & Tourism,Staff,7/6/18,0,Bachelor,Intern,1,P 1.1,Commercial Operation-Commercial Management,Yes
Female,25,BRC Culture & Tourism,Staff,7/9/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Finance-Investment,Yes
Female,23,BRC Culture & Tourism,Staff,7/2/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Marketing & CRM-Marketing,Yes
Male,24,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,34,BRC Culture & Tourism,Manager,6/15/18,0,Bachelor,Full-time,3,P 3.1,Information & Technology,Yes
Male,24,BRC Culture & Tourism,Staff,7/10/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Planning,Yes
Female,24,BRC Culture & Tourism,Staff,6/28/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Planning-Comprehensive,Yes
Female,22,BRC Culture & Tourism,Staff,7/6/18,0,Bachelor,Intern,1,P 1.1,Finance-Comprehensive,Yes
Male,17,BRC Culture & Tourism,Operator,6/26/18,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,32,BRC Culture & Tourism,Manager,6/28/18,0,Graduate Level (Master & Ph.d.),Full-time,3,P 3.1,Planning-Design,Yes
Male,23,BRC Culture & Tourism,Staff,6/27/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Investment,Yes
Male,24,BRC Culture & Tourism,Operator,6/14/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,33,BRC Culture & Tourism,Operator,6/20/18,0,Bachelor,Full-time,1,P 1.0,Finance-Seller,Yes
Female,20,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,41,BRC Culture & Tourism,Assistant General Manager,5/23/18,0,Graduate Level (Master & Ph.d.),Full-time,4,P 4.2,Planning-Comprehensive,Yes
Male,43,BRC Culture & Tourism,Operator,6/4/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,No
Female,26,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,30,BRC Culture & Tourism,Manager,6/19/18,0,Bachelor,Full-time,3,P 3.1,Property Management,No
Male,23,BRC Culture & Tourism,Operator,5/16/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,33,BRC Culture & Tourism,Manager,6/19/18,0,Bachelor,Full-time,3,P 3.1,Planning-Design,Yes
Female,30,BRC Culture & Tourism,Staff,6/15/18,0,Bachelor,Full-time,1,P 1.1,Finance-Accounting,Yes
Male,27,BRC Culture & Tourism,Staff,6/1/18,0,Bachelor,Full-time,1,P 1.1,Commercial Operation-Planning,Yes
Male,24,BRC Culture & Tourism,Deputy Manager,6/25/18,0,Graduate Level (Master & Ph.d.),Full-time,2,P 2.1,Commercial Operation-Operation Management,Yes
Male,38,BRC Culture & Tourism,Assistant General Manager,10/15/18,0,Bachelor,Full-time,4,P 4.1,Auditing-Cost Management,Yes
Male,34,BRC Culture & Tourism,Assistant General Manager,9/10/18,0,Bachelor,Full-time,4,P 4.1,Bidding,No
Male,41,BRC Culture & Tourism,Deputy General Manager,9/6/18,0,Bachelor,Full-time,5,M 5.1,Information & Technology,Yes
Female,26,BRC Culture & Tourism,Operator,8/20/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,No
Female,24,BRC Culture & Tourism,Operator,8/22/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Investment,Yes
Female,22,BRC Culture & Tourism,Staff,8/20/18,0,Bachelor,Intern,1,P 1.1,Management,Yes
Male,39,BRC Culture & Tourism,General Manager,9/14/18,0,Bachelor,Full-time,6,M 6.1,Commercial Operation-Planning,No
Male,32,BRC Culture & Tourism,Operator,4/18/16,0,High School,Full-time,1,P 1.0,Commercial Operation-Operation Management,Yes
Male,41,BRC Culture & Tourism,Operator,3/31/16,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,41,BRC Culture & Tourism,Operator,3/16/16,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,31,BRC Culture & Tourism,Staff,3/17/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.1,Administration,Yes
Female,36,BRC Culture & Tourism,Deputy Manager,4/12/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,2,P 2.1,Marketing & CRM-Planning,Yes
Male,29,BRC Culture & Tourism,Staff,4/25/16,2,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.1,Marketing & CRM-Channel,No
Male,37,BRC Culture & Tourism,Staff,4/18/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.3,Marketing & CRM-Design,Yes
Male,37,BRC Culture & Tourism,Manager,4/12/16,1,"Community College, Two-Year Program, or Equivalent ",Full-time,3,P 3.2,Marketing & CRM-Channel,Yes
Male,25,BRC Culture & Tourism,Operator,5/26/16,1,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,28,BRC Culture & Tourism,Operator,5/3/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,24,BRC Culture & Tourism,Operator,7/1/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,40,BRC Culture & Tourism,Operator,7/7/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Operation Management,Yes
Male,40,BRC Culture & Tourism,Assistant General Manager,7/6/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.2,Auditing-Cost Management,Yes
Female,30,BRC Culture & Tourism,Operator,6/12/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,23,BRC Culture & Tourism,Staff,1/4/18,0,Bachelor,Intern,1,P 1.1,Commercial Operation-Planning,Yes
Female,20,BRC Culture & Tourism,Operator,6/9/17,0,"Community College, Two-Year Program, or Equivalent ",Intern,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,34,BRC Culture & Tourism,Deputy Manager,6/27/17,0,Bachelor,Full-time,2,P 2.1,Marketing & CRM-Planning,Yes
Male,31,BRC Culture & Tourism,Operator,7/20/17,1,High School,Full-time,1,P 1.0,Project Management,Yes
Male,27,BRC Culture & Tourism,Operator,7/20/17,1,Under High School,Full-time,1,P 1.0,Project Management,Yes
Male,24,BRC Culture & Tourism,Operator,9/17/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Investment,No
Female,23,BRC Culture & Tourism,Staff,8/13/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Finance-Accounting,Yes
Female,24,BRC Culture & Tourism,Staff,8/17/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Commercial Operation-Operation Management,Yes
Male,38,BRC Culture & Tourism,Assistant General Manager,9/14/18,0,Graduate Level (Master & Ph.d.),Full-time,4,P 4.1,Human Resources,No
Female,29,BRC Culture & Tourism,Operator,8/13/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,22,BRC Culture & Tourism,Staff,8/6/18,0,Bachelor,Intern,1,P 1.1,Project Management,Yes
Female,34,BRC Culture & Tourism,Assistant General Manager,8/6/18,0,Graduate Level (Master & Ph.d.),Full-time,4,P 4.1,Management-Buisness Management,No
Male,23,BRC Culture & Tourism,Operator,8/7/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,22,BRC Culture & Tourism,Operator,8/16/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,43,BRC Culture & Tourism,Assistant General Manager,9/11/18,0,Bachelor,Full-time,4,P 4.1,Commercial Operation-Operation Management,Yes
Male,35,BRC Culture & Tourism,Staff,3/10/16,0,High School,Full-time,1,P 1.3,Commercial Operation-Operation Management,Yes
Male,34,BRC Culture & Tourism,Manager,3/31/16,2,Bachelor,Full-time,3,P 3.1,Commercial Operation-Investment,No
Female,25,BRC Culture & Tourism,Staff,3/24/16,0,Bachelor,Intern,1,P 1.0,Marketing & CRM-Planning,Yes
Male,31,BRC Culture & Tourism,Staff,4/25/16,0,Bachelor,Full-time,1,P 1.1,Marketing & CRM-Marketing,Yes
Male,37,BRC Culture & Tourism,Manager,4/18/16,2,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.1,Project Management,No
Male,36,BRC Culture & Tourism,Assistant General Manager,4/5/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.1,Commercial Operation-Common,Yes
Male,36,BRC Culture & Tourism,Deputy Manager,3/28/16,1,"Community College, Two-Year Program, or Equivalent ",Full-time,2,P 2.1,Commercial Operation-Operation Management,Yes
Male,22,BRC Culture & Tourism,Staff,7/30/18,0,Bachelor,Intern,1,P 1.1,Human Resources,No
Male,26,BRC Culture & Tourism,Operator,8/1/18,0,Bachelor,Full-time,1,P 1.0,Property Management,Yes
Female,22,BRC Culture & Tourism,Operator,8/6/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Operation Management,Yes
Female,23,BRC Culture & Tourism,Operator,8/1/18,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,29,BRC Culture & Tourism,Operator,8/1/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Property Management,Yes
Female,23,BRC Culture & Tourism,Staff,7/30/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.2,Marketing & CRM-Costumer Relationship,Yes
Male,40,BRC Culture & Tourism,Assistant General Manager,8/28/18,0,Bachelor,Full-time,4,P 4.2,Commercial Operation-Operation Management,No
Male,45,BRC Culture & Tourism,Operator,8/1/18,0,High School,Full-time,1,P 1.0,Property Management,Yes
Male,26,BRC Culture & Tourism,Operator,8/1/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,No
Male,27,BRC Culture & Tourism,Operator,8/1/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Operation Management,Yes
Female,21,BRC Culture & Tourism,Operator,8/1/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,22,BRC Culture & Tourism,Staff,8/3/18,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,No
Male,23,BRC Culture & Tourism,Staff,8/3/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Investment,Yes
Male,26,BRC Culture & Tourism,Operator,8/2/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,18,BRC Culture & Tourism,Operator,8/7/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,39,BRC Culture & Tourism,Assistant General Manager,9/3/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.2,Marketing & CRM-Marketing,No
Male,23,BRC Culture & Tourism,Staff,8/3/18,0,Bachelor,Intern,1,P 1.1,Human Resources,Yes
Female,20,BRC Culture & Tourism,Operator,8/1/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,27,BRC Culture & Tourism,Operator,8/6/18,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,No
Female,36,BRC Culture & Tourism,Assistant General Manager,8/13/18,0,Bachelor,Full-time,4,P 4.1,Human Resources,Yes
Male,22,BRC Culture & Tourism,Operator,8/1/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,62,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,30,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,64,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,32,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,45,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,28,BRC Culture & Tourism,Staff,11/24/15,0,Bachelor,Full-time,1,P 1.1,Commercial Operation-Operation Management,Yes
Female,30,BRC Culture & Tourism,Deputy Manager,2/14/16,0,Graduate Level (Master & Ph.d.),Full-time,2,P 2.1,Commercial Operation-Planning,Yes
Female,25,BRC Culture & Tourism,Staff,2/29/16,0,Bachelor,Intern,1,P 1.0,Administration,Yes
Male,45,BRC Culture & Tourism,Manager,6/11/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,3,P 3.1,Finance-Accounting,Yes
Female,25,BRC Culture & Tourism,Staff,3/4/16,0,"Community College, Two-Year Program, or Equivalent ",Intern,1,P 1.1,Commercial Operation-Operation Management,Yes
Male,28,BRC Culture & Tourism,Staff,2/23/16,2,Bachelor,Full-time,1,P 1.3,Commercial Operation-Common,Yes
Female,24,BRC Culture & Tourism,Staff,3/4/16,0,"Community College, Two-Year Program, or Equivalent ",Intern,1,P 1.1,Commercial Operation-Operation Management,Yes
Male,32,BRC Culture & Tourism,Operator,11/9/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,49,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,48,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,33,BRC Culture & Tourism,Operator,10/1/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,49,BRC Culture & Tourism,Operator,10/1/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,41,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,31,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,40,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,59,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,32,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,42,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,23,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,55,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,52,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,30,BRC Culture & Tourism,Staff,12/24/15,0,Bachelor,Full-time,1,P 1.3,Finance-Accounting,Yes
Female,61,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,43,BRC Culture & Tourism,Operator,10/16/15,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,56,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,41,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,30,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,53,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,48,BRC Culture & Tourism,Operator,10/16/15,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,44,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,51,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,27,BRC Culture & Tourism,Operator,10/16/15,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,58,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,56,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,53,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,55,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,30,BRC Culture & Tourism,Staff,1/14/16,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.1,Marketing & CRM-Channel,Yes
Female,32,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,53,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,35,BRC Culture & Tourism,Operator,10/16/15,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,27,BRC Culture & Tourism,Operator,10/16/15,0,Bachelor,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,46,BRC Culture & Tourism,Operator,10/16/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,29,BRC Culture & Tourism,Operator,10/16/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,33,BRC Culture & Tourism,Assistant General Manager,10/26/15,2,Graduate Level (Master & Ph.d.),Full-time,4,P 4.1,Finance-Investment,Yes
Male,35,BRC Culture & Tourism,Assistant General Manager,11/23/15,1,"Community College, Two-Year Program, or Equivalent ",Full-time,4,P 4.1,Commercial Operation-Commercial Management,Yes
Female,23,BRC Culture & Tourism,Operator,10/1/15,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,33,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,42,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,42,BRC Culture & Tourism,Operator,11/9/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,43,BRC Culture & Tourism,Operator,11/9/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,26,BRC Culture & Tourism,Staff,11/4/15,1,Bachelor,Full-time,1,P 1.1,Commercial Operation-Customer Service,Yes
Male,40,BRC Culture & Tourism,Manager,2/8/17,0,Bachelor,Full-time,3,P 3.1,Finance-Comprehensive,Yes
Female,30,BRC Culture & Tourism,Operator,10/1/15,1,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,53,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,58,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,45,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,48,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,47,BRC Culture & Tourism,Operator,10/1/15,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,51,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,46,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,52,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,35,BRC Culture & Tourism,Operator,11/12/15,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,36,BRC Culture & Tourism,Staff,11/14/15,0,Bachelor,Full-time,1,P 1.3,Commercial Operation-Planning,Yes
Female,52,BRC Culture & Tourism,Operator,11/9/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,41,BRC Culture & Tourism,Assistant General Manager,10/28/15,0,Bachelor,Full-time,4,P 4.1,Commercial Operation-Operation Management,Yes
Female,35,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,53,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,26,BRC Culture & Tourism,Operator,10/1/15,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,36,BRC Culture & Tourism,Deputy Manager,9/25/15,0,"Community College, Two-Year Program, or Equivalent ",Full-time,3,P 3.1,Administration,Yes
Female,36,BRC Culture & Tourism,Assistant General Manager,9/18/15,2,Bachelor,Full-time,4,P 4.1,Commercial Operation-Common,Yes
Male,36,BRC Culture & Tourism,Manager,10/8/15,3,Bachelor,Full-time,3,P 3.1,Commercial Operation-Operation Management,No
Male,34,BRC Culture & Tourism,Assistant General Manager,9/21/15,2,Bachelor,Full-time,4,P 4.1,Information & Technology,Yes
Female,24,BRC Culture & Tourism,Staff,10/8/18,0,Bachelor,Intern,1,P 1.1,Planning-Comprehensive,Yes
Female,26,BRC Culture & Tourism,Staff,7/20/15,0,Bachelor,Intern,1,P 1.0,Administration,Yes
Male,31,BRC Culture & Tourism,Manager,7/14/15,2,Graduate Level (Master & Ph.d.),Full-time,3,P 3.1,Commercial Operation-Common,Yes
Male,37,BRC Culture & Tourism,Deputy Manager,7/13/15,0,Bachelor,Full-time,2,P 2.1,Planning-Comprehensive,Yes
Male,32,BRC Culture & Tourism,Manager,8/25/15,0,Bachelor,Full-time,3,P 3.1,Commercial Operation-Operation Management,Yes
Female,21,BRC Culture & Tourism,Operator,6/9/17,0,"Community College, Two-Year Program, or Equivalent ",Intern,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,19,BRC Culture & Tourism,Operator,7/1/18,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,24,BRC Culture & Tourism,Operator,6/12/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Female,25,BRC Culture & Tourism,Staff,6/27/17,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Human Resources,Yes
Female,30,BRC Culture & Tourism,Operator,6/19/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,43,BRC Culture & Tourism,Operator,6/21/17,0,High School,Full-time,1,P 1.0,Property Management,Yes
Male,33,BRC Culture & Tourism,Staff,7/20/17,1,Bachelor,Full-time,1,P 1.1,Marketing & CRM-Planning,No
Male,32,BRC Culture & Tourism,Staff,6/12/17,0,Bachelor,Full-time,1,P 1.3,Human Resources,Yes
Male,30,BRC Culture & Tourism,Staff,6/15/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.3,Bidding,Yes
Male,20,BRC Culture & Tourism,Operator,7/1/18,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Common,Yes
Female,27,BRC Culture & Tourism,Operator,7/24/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,23,BRC Culture & Tourism,Staff,9/17/18,0,Bachelor,Intern,1,P 1.1,Human Resources,Yes
Female,23,BRC Culture & Tourism,Staff,10/29/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Human Resources,Yes
Female,22,BRC Culture & Tourism,Staff,11/12/18,0,Bachelor,Intern,1,P 1.1,Project Management,Yes
Male,28,BRC Culture & Tourism,Staff,12/19/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.3,Property Management,Yes
Male,57,BRC Culture & Tourism,Deputy Chairman,12/12/17,0,Bachelor,Full-time,8,M 8.1,Management,Yes
Male,43,BRC Culture & Tourism,Deputy General Manager,1/2/18,1,Bachelor,Full-time,4,P 4.1,Commercial Operation-Planning,No
Male,37,BRC Culture & Tourism,Assistant General Manager,4/9/18,0,Bachelor,Full-time,4,P 4.1,Auditing-Cost Management,No
